Month,Borough,Major Category,Minor Category,Count
201407,Hounslow,Drugs,Drug Trafficking,19
201407,Hounslow,Drugs,Other Drugs,1
201407,Hounslow,Drugs,Possession Of Drugs,125
201407,Hounslow,Fraud & Forgery,Other Fraud & Forgery,3
201407,Hounslow,Other Notifiable Offences,Other Notifiable,27
201407,Hounslow,Robbery,Business Property,1
201407,Hounslow,Robbery,Personal Property,28
201407,Hounslow,Sexual Offences,Other Sexual,31
201407,Hounslow,Sexual Offences,Rape,19
201407,Hounslow,Theft & Handling,Handling Stolen Goods,3
201407,Hounslow,Theft & Handling,Motor Vehicle Interference & Tampering,19
201407,Hounslow,Theft & Handling,Other Theft,237
201407,Hounslow,Theft & Handling,Other Theft Person,26
201407,Hounslow,Theft & Handling,Theft From Motor Vehicle,137
201407,Hounslow,Theft & Handling,Theft From Shops,97
201407,Hounslow,Theft & Handling,Theft/Taking Of Motor Vehicle,43
201407,Hounslow,Theft & Handling,Theft/Taking Of Pedal Cycle,47
201407,Hounslow,Violence Against The Person,Assault With Injury,118
201407,Hounslow,Violence Against The Person,Common Assault,179
201407,Hounslow,Violence Against The Person,Harassment,197
201407,Hounslow,Violence Against The Person,Offensive Weapon,9
201407,Hounslow,Violence Against The Person,Other Violence,14
201407,Hounslow,Violence Against The Person,Wounding/GBH,56
201407,Islington,Burglary,Burglary In A Dwelling,90
201407,Islington,Burglary,Burglary In Other Buildings,72
201407,Islington,Criminal Damage,Criminal Damage To Dwelling,50
201407,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,63
201407,Islington,Criminal Damage,Criminal Damage To Other Building,20
201407,Islington,Criminal Damage,Other Criminal Damage,31
201407,Islington,Drugs,Drug Trafficking,22
201407,Islington,Drugs,Possession Of Drugs,99
201407,Islington,Fraud & Forgery,Other Fraud & Forgery,3
201407,Islington,Other Notifiable Offences,Other Notifiable,37
201407,Islington,Robbery,Business Property,6
201407,Islington,Robbery,Personal Property,60
201407,Islington,Sexual Offences,Other Sexual,25
201407,Islington,Sexual Offences,Rape,8
201407,Islington,Theft & Handling,Handling Stolen Goods,8
201407,Islington,Theft & Handling,Motor Vehicle Interference & Tampering,22
201407,Islington,Theft & Handling,Other Theft,312
201407,Islington,Theft & Handling,Other Theft Person,199
201407,Islington,Theft & Handling,Theft From Motor Vehicle,119
201407,Islington,Theft & Handling,Theft From Shops,94
201407,Islington,Theft & Handling,Theft/Taking Of Motor Vehicle,84
201407,Islington,Theft & Handling,Theft/Taking Of Pedal Cycle,96
201407,Islington,Violence Against The Person,Assault With Injury,122
201407,Islington,Violence Against The Person,Common Assault,167
201407,Islington,Violence Against The Person,Harassment,210
201407,Islington,Violence Against The Person,Offensive Weapon,12
201407,Islington,Violence Against The Person,Other Violence,21
201407,Islington,Violence Against The Person,Wounding/GBH,54
201407,Kensington and Chelsea,Burglary,Burglary In A Dwelling,63
201407,Kensington and Chelsea,Burglary,Burglary In Other Buildings,63
201407,Kensington and Chelsea,Criminal Damage,Criminal Damage To Dwelling,29
201407,Kensington and Chelsea,Criminal Damage,Criminal Damage To Motor Vehicle,15
201407,Kensington and Chelsea,Criminal Damage,Criminal Damage To Other Building,12
201407,Kensington and Chelsea,Criminal Damage,Other Criminal Damage,22
201407,Kensington and Chelsea,Drugs,Drug Trafficking,1
201407,Kensington and Chelsea,Drugs,Possession Of Drugs,33
201407,Kensington and Chelsea,Fraud & Forgery,Other Fraud & Forgery,3
201407,Kensington and Chelsea,Other Notifiable Offences,Going Equipped,1
201407,Kensington and Chelsea,Other Notifiable Offences,Other Notifiable,17
201407,Kensington and Chelsea,Robbery,Business Property,1
201407,Kensington and Chelsea,Robbery,Personal Property,31
201407,Kensington and Chelsea,Sexual Offences,Other Sexual,21
201407,Kensington and Chelsea,Sexual Offences,Rape,7
201407,Kensington and Chelsea,Theft & Handling,Handling Stolen Goods,2
201407,Kensington and Chelsea,Theft & Handling,Motor Vehicle Interference & Tampering,18
201407,Kensington and Chelsea,Theft & Handling,Other Theft,346
201407,Kensington and Chelsea,Theft & Handling,Other Theft Person,69
201407,Kensington and Chelsea,Theft & Handling,Theft From Motor Vehicle,92
201407,Kensington and Chelsea,Theft & Handling,Theft From Shops,169
201407,Kensington and Chelsea,Theft & Handling,Theft/Taking Of Motor Vehicle,66
201407,Kensington and Chelsea,Theft & Handling,Theft/Taking Of Pedal Cycle,79
201407,Kensington and Chelsea,Violence Against The Person,Assault With Injury,50
201407,Kensington and Chelsea,Violence Against The Person,Common Assault,90
201407,Kensington and Chelsea,Violence Against The Person,Harassment,107
201407,Kensington and Chelsea,Violence Against The Person,Murder,1
201407,Kensington and Chelsea,Violence Against The Person,Offensive Weapon,5
201407,Kensington and Chelsea,Violence Against The Person,Other Violence,11
201407,Kensington and Chelsea,Violence Against The Person,Wounding/GBH,36
201407,Kingston upon Thames,Burglary,Burglary In A Dwelling,34
201407,Kingston upon Thames,Burglary,Burglary In Other Buildings,38
201407,Kingston upon Thames,Criminal Damage,Criminal Damage To Dwelling,12
201407,Kingston upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,37
201407,Kingston upon Thames,Criminal Damage,Criminal Damage To Other Building,11
201407,Kingston upon Thames,Criminal Damage,Other Criminal Damage,15
201407,Kingston upon Thames,Drugs,Drug Trafficking,7
201407,Kingston upon Thames,Drugs,Possession Of Drugs,51
201407,Kingston upon Thames,Other Notifiable Offences,Going Equipped,1
201407,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,13
201407,Kingston upon Thames,Robbery,Personal Property,7
201407,Kingston upon Thames,Sexual Offences,Other Sexual,18
201407,Kingston upon Thames,Sexual Offences,Rape,4
201407,Kingston upon Thames,Theft & Handling,Handling Stolen Goods,1
201407,Kingston upon Thames,Theft & Handling,Motor Vehicle Interference & Tampering,7
201407,Kingston upon Thames,Theft & Handling,Other Theft,116
201407,Kingston upon Thames,Theft & Handling,Other Theft Person,13
201407,Kingston upon Thames,Theft & Handling,Theft From Motor Vehicle,41
201407,Kingston upon Thames,Theft & Handling,Theft From Shops,91
201407,Kingston upon Thames,Theft & Handling,Theft/Taking Of Motor Vehicle,9
201407,Kingston upon Thames,Theft & Handling,Theft/Taking Of Pedal Cycle,33
201407,Kingston upon Thames,Violence Against The Person,Assault With Injury,38
201407,Kingston upon Thames,Violence Against The Person,Common Assault,58
201407,Kingston upon Thames,Violence Against The Person,Harassment,73
201407,Kingston upon Thames,Violence Against The Person,Offensive Weapon,3
201407,Kingston upon Thames,Violence Against The Person,Other Violence,4
201407,Kingston upon Thames,Violence Against The Person,Wounding/GBH,26
201407,Lambeth,Burglary,Burglary In A Dwelling,165
201407,Lambeth,Burglary,Burglary In Other Buildings,69
201407,Lambeth,Criminal Damage,Criminal Damage To Dwelling,59
201407,Lambeth,Criminal Damage,Criminal Damage To Motor Vehicle,91
201407,Lambeth,Criminal Damage,Criminal Damage To Other Building,29
201407,Lambeth,Criminal Damage,Other Criminal Damage,64
201407,Lambeth,Drugs,Drug Trafficking,16
201407,Lambeth,Drugs,Other Drugs,5
201407,Lambeth,Drugs,Possession Of Drugs,199
201407,Lambeth,Fraud & Forgery,Other Fraud & Forgery,4
201407,Lambeth,Other Notifiable Offences,Going Equipped,1
201407,Lambeth,Other Notifiable Offences,Other Notifiable,59
201407,Lambeth,Robbery,Business Property,3
201407,Lambeth,Robbery,Personal Property,92
201407,Lambeth,Sexual Offences,Other Sexual,42
201407,Lambeth,Sexual Offences,Rape,27
201407,Lambeth,Theft & Handling,Handling Stolen Goods,8
201407,Lambeth,Theft & Handling,Motor Vehicle Interference & Tampering,27
201407,Lambeth,Theft & Handling,Other Theft,421
201407,Lambeth,Theft & Handling,Other Theft Person,121
201407,Lambeth,Theft & Handling,Theft From Motor Vehicle,158
201407,Lambeth,Theft & Handling,Theft From Shops,88
201407,Lambeth,Theft & Handling,Theft/Taking Of Motor Vehicle,69
201407,Lambeth,Theft & Handling,Theft/Taking Of Pedal Cycle,142
201407,Lambeth,Violence Against The Person,Assault With Injury,232
201407,Lambeth,Violence Against The Person,Common Assault,212
201407,Lambeth,Violence Against The Person,Harassment,251
201407,Lambeth,Violence Against The Person,Offensive Weapon,19
201407,Lambeth,Violence Against The Person,Other Violence,32
201407,Lambeth,Violence Against The Person,Wounding/GBH,102
201407,Lewisham,Burglary,Burglary In A Dwelling,121
201407,Lewisham,Burglary,Burglary In Other Buildings,60
201407,Lewisham,Criminal Damage,Criminal Damage To Dwelling,56
201407,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,74
201407,Lewisham,Criminal Damage,Criminal Damage To Other Building,22
201407,Lewisham,Criminal Damage,Other Criminal Damage,62
201407,Lewisham,Drugs,Drug Trafficking,15
201407,Lewisham,Drugs,Other Drugs,3
201407,Lewisham,Drugs,Possession Of Drugs,94
201407,Lewisham,Fraud & Forgery,Other Fraud & Forgery,2
201407,Lewisham,Other Notifiable Offences,Going Equipped,3
201407,Lewisham,Other Notifiable Offences,Other Notifiable,46
201407,Lewisham,Robbery,Business Property,6
201407,Lewisham,Robbery,Personal Property,76
201407,Lewisham,Sexual Offences,Other Sexual,26
201407,Lewisham,Sexual Offences,Rape,21
201407,Lewisham,Theft & Handling,Handling Stolen Goods,5
201407,Lewisham,Theft & Handling,Motor Vehicle Interference & Tampering,9
201407,Lewisham,Theft & Handling,Other Theft,246
201407,Lewisham,Theft & Handling,Other Theft Person,48
201407,Lewisham,Theft & Handling,Theft From Motor Vehicle,107
201407,Lewisham,Theft & Handling,Theft From Shops,115
201407,Lewisham,Theft & Handling,Theft/Taking Of Motor Vehicle,54
201407,Lewisham,Theft & Handling,Theft/Taking Of Pedal Cycle,47
201407,Lewisham,Violence Against The Person,Assault With Injury,180
201407,Lewisham,Violence Against The Person,Common Assault,193
201407,Lewisham,Violence Against The Person,Harassment,204
201407,Lewisham,Violence Against The Person,Murder,1
201407,Lewisham,Violence Against The Person,Offensive Weapon,9
201407,Lewisham,Violence Against The Person,Other Violence,29
201407,Lewisham,Violence Against The Person,Wounding/GBH,74
201407,Merton,Burglary,Burglary In A Dwelling,72
201407,Merton,Burglary,Burglary In Other Buildings,47
201407,Merton,Criminal Damage,Criminal Damage To Dwelling,23
201407,Merton,Criminal Damage,Criminal Damage To Motor Vehicle,40
201407,Merton,Criminal Damage,Criminal Damage To Other Building,11
201407,Merton,Criminal Damage,Other Criminal Damage,27
201407,Merton,Drugs,Drug Trafficking,4
201407,Merton,Drugs,Possession Of Drugs,36
201407,Merton,Fraud & Forgery,Other Fraud & Forgery,1
201407,Merton,Other Notifiable Offences,Going Equipped,3
201407,Merton,Other Notifiable Offences,Other Notifiable,13
201407,Merton,Robbery,Business Property,1
201407,Merton,Robbery,Personal Property,18
201407,Merton,Sexual Offences,Other Sexual,12
201407,Merton,Sexual Offences,Rape,4
201407,Merton,Theft & Handling,Handling Stolen Goods,3
201407,Merton,Theft & Handling,Motor Vehicle Interference & Tampering,16
201407,Merton,Theft & Handling,Other Theft,129
201407,Merton,Theft & Handling,Other Theft Person,17
201407,Merton,Theft & Handling,Theft From Motor Vehicle,80
201407,Merton,Theft & Handling,Theft From Shops,58
201407,Merton,Theft & Handling,Theft/Taking Of Motor Vehicle,27
201407,Merton,Theft & Handling,Theft/Taking Of Pedal Cycle,33
201407,Merton,Violence Against The Person,Assault With Injury,71
201407,Merton,Violence Against The Person,Common Assault,84
201407,Merton,Violence Against The Person,Harassment,89
201407,Merton,Violence Against The Person,Offensive Weapon,2
201407,Merton,Violence Against The Person,Other Violence,9
201407,Merton,Violence Against The Person,Wounding/GBH,21
201407,Newham,Burglary,Burglary In A Dwelling,111
201407,Newham,Burglary,Burglary In Other Buildings,57
201407,Newham,Criminal Damage,Criminal Damage To Dwelling,45
201407,Newham,Criminal Damage,Criminal Damage To Motor Vehicle,82
201407,Newham,Criminal Damage,Criminal Damage To Other Building,15
201407,Newham,Criminal Damage,Other Criminal Damage,43
201407,Newham,Drugs,Drug Trafficking,9
201407,Newham,Drugs,Other Drugs,1
201407,Newham,Drugs,Possession Of Drugs,143
201407,Newham,Fraud & Forgery,Other Fraud & Forgery,1
201407,Newham,Other Notifiable Offences,Going Equipped,1
201407,Newham,Other Notifiable Offences,Other Notifiable,39
201407,Newham,Robbery,Business Property,4
201407,Newham,Robbery,Personal Property,94
201407,Newham,Sexual Offences,Other Sexual,33
201407,Newham,Sexual Offences,Rape,20
201407,Newham,Theft & Handling,Handling Stolen Goods,4
201407,Newham,Theft & Handling,Motor Vehicle Interference & Tampering,25
201407,Newham,Theft & Handling,Other Theft,402
201407,Newham,Theft & Handling,Other Theft Person,119
201407,Newham,Theft & Handling,Theft From Motor Vehicle,178
201407,Newham,Theft & Handling,Theft From Shops,136
201407,Newham,Theft & Handling,Theft/Taking Of Motor Vehicle,84
201407,Newham,Theft & Handling,Theft/Taking Of Pedal Cycle,36
201407,Newham,Violence Against The Person,Assault With Injury,196
201407,Newham,Violence Against The Person,Common Assault,216
201407,Newham,Violence Against The Person,Harassment,196
201407,Newham,Violence Against The Person,Murder,1
201407,Newham,Violence Against The Person,Offensive Weapon,17
201407,Newham,Violence Against The Person,Other Violence,30
201407,Newham,Violence Against The Person,Wounding/GBH,96
201407,Redbridge,Burglary,Burglary In A Dwelling,136
201407,Redbridge,Burglary,Burglary In Other Buildings,41
201407,Redbridge,Criminal Damage,Criminal Damage To Dwelling,35
201407,Redbridge,Criminal Damage,Criminal Damage To Motor Vehicle,56
201407,Redbridge,Criminal Damage,Criminal Damage To Other Building,12
201407,Redbridge,Criminal Damage,Other Criminal Damage,29
201407,Redbridge,Drugs,Drug Trafficking,10
201407,Redbridge,Drugs,Possession Of Drugs,123
201407,Redbridge,Fraud & Forgery,Other Fraud & Forgery,2
201407,Redbridge,Other Notifiable Offences,Other Notifiable,38
201407,Redbridge,Robbery,Business Property,5
201407,Redbridge,Robbery,Personal Property,69
201407,Redbridge,Sexual Offences,Other Sexual,23
201407,Redbridge,Sexual Offences,Rape,17
201407,Redbridge,Theft & Handling,Handling Stolen Goods,3
201407,Redbridge,Theft & Handling,Motor Vehicle Interference & Tampering,33
201407,Redbridge,Theft & Handling,Other Theft,254
201407,Redbridge,Theft & Handling,Other Theft Person,28
201407,Redbridge,Theft & Handling,Theft From Motor Vehicle,133
201407,Redbridge,Theft & Handling,Theft From Shops,72
201407,Redbridge,Theft & Handling,Theft/Taking Of Motor Vehicle,119
201407,Redbridge,Theft & Handling,Theft/Taking Of Pedal Cycle,16
201407,Redbridge,Violence Against The Person,Assault With Injury,133
201407,Redbridge,Violence Against The Person,Common Assault,128
201407,Redbridge,Violence Against The Person,Harassment,172
201407,Redbridge,Violence Against The Person,Offensive Weapon,10
201407,Redbridge,Violence Against The Person,Other Violence,28
201407,Redbridge,Violence Against The Person,Wounding/GBH,67
201407,Richmond upon Thames,Burglary,Burglary In A Dwelling,66
201407,Richmond upon Thames,Burglary,Burglary In Other Buildings,69
201407,Richmond upon Thames,Criminal Damage,Criminal Damage To Dwelling,17
201407,Richmond upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,46
201407,Richmond upon Thames,Criminal Damage,Criminal Damage To Other Building,8
201407,Richmond upon Thames,Criminal Damage,Other Criminal Damage,21
201407,Richmond upon Thames,Drugs,Drug Trafficking,3
201407,Richmond upon Thames,Drugs,Possession Of Drugs,38
201407,Richmond upon Thames,Fraud & Forgery,Other Fraud & Forgery,1
201407,Richmond upon Thames,Other Notifiable Offences,Going Equipped,1
201407,Richmond upon Thames,Other Notifiable Offences,Other Notifiable,22
201407,Richmond upon Thames,Robbery,Business Property,1
201407,Richmond upon Thames,Robbery,Personal Property,7
201407,Richmond upon Thames,Sexual Offences,Other Sexual,22
201407,Richmond upon Thames,Sexual Offences,Rape,8
201407,Richmond upon Thames,Theft & Handling,Handling Stolen Goods,2
201407,Richmond upon Thames,Theft & Handling,Motor Vehicle Interference & Tampering,14
201407,Richmond upon Thames,Theft & Handling,Other Theft,139
201407,Richmond upon Thames,Theft & Handling,Other Theft Person,12
201407,Richmond upon Thames,Theft & Handling,Theft From Motor Vehicle,85
201407,Richmond upon Thames,Theft & Handling,Theft From Shops,43
201407,Richmond upon Thames,Theft & Handling,Theft/Taking Of Motor Vehicle,30
201407,Richmond upon Thames,Theft & Handling,Theft/Taking Of Pedal Cycle,61
201407,Richmond upon Thames,Violence Against The Person,Assault With Injury,61
201407,Richmond upon Thames,Violence Against The Person,Common Assault,66
201407,Richmond upon Thames,Violence Against The Person,Harassment,99
201407,Richmond upon Thames,Violence Against The Person,Offensive Weapon,4
201407,Richmond upon Thames,Violence Against The Person,Other Violence,8
201407,Richmond upon Thames,Violence Against The Person,Wounding/GBH,14
201407,Southwark,Burglary,Burglary In A Dwelling,122
201407,Southwark,Burglary,Burglary In Other Buildings,126
201407,Southwark,Criminal Damage,Criminal Damage To Dwelling,61
201407,Southwark,Criminal Damage,Criminal Damage To Motor Vehicle,80
201407,Southwark,Criminal Damage,Criminal Damage To Other Building,33
201407,Southwark,Criminal Damage,Other Criminal Damage,65
201407,Southwark,Drugs,Drug Trafficking,23
201407,Southwark,Drugs,Other Drugs,5
201407,Southwark,Drugs,Possession Of Drugs,255
201407,Southwark,Fraud & Forgery,Other Fraud & Forgery,1
201407,Southwark,Other Notifiable Offences,Going Equipped,2
201407,Southwark,Other Notifiable Offences,Other Notifiable,49
201407,Southwark,Robbery,Business Property,7
201407,Southwark,Robbery,Personal Property,93
201407,Southwark,Sexual Offences,Other Sexual,38
201407,Southwark,Sexual Offences,Rape,23
201407,Southwark,Theft & Handling,Handling Stolen Goods,2
201407,Southwark,Theft & Handling,Motor Vehicle Interference & Tampering,20
201407,Southwark,Theft & Handling,Other Theft,423
201407,Southwark,Theft & Handling,Other Theft Person,82
201407,Southwark,Theft & Handling,Theft From Motor Vehicle,107
201407,Southwark,Theft & Handling,Theft From Shops,101
201407,Southwark,Theft & Handling,Theft/Taking Of Motor Vehicle,70
201407,Southwark,Theft & Handling,Theft/Taking Of Pedal Cycle,123
201407,Southwark,Violence Against The Person,Assault With Injury,204
201407,Southwark,Violence Against The Person,Common Assault,201
201407,Southwark,Violence Against The Person,Harassment,200
201407,Southwark,Violence Against The Person,Offensive Weapon,10
201407,Southwark,Violence Against The Person,Other Violence,30
201407,Southwark,Violence Against The Person,Wounding/GBH,93
201407,Sutton,Burglary,Burglary In A Dwelling,66
201407,Sutton,Burglary,Burglary In Other Buildings,50
201407,Sutton,Criminal Damage,Criminal Damage To Dwelling,20
201407,Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,45
201407,Sutton,Criminal Damage,Criminal Damage To Other Building,11
201407,Sutton,Criminal Damage,Other Criminal Damage,27
201407,Sutton,Drugs,Drug Trafficking,5
201407,Sutton,Drugs,Other Drugs,1
201407,Sutton,Drugs,Possession Of Drugs,43
201407,Sutton,Other Notifiable Offences,Other Notifiable,19
201407,Sutton,Robbery,Personal Property,18
201407,Sutton,Sexual Offences,Other Sexual,17
201407,Sutton,Sexual Offences,Rape,6
201407,Sutton,Theft & Handling,Handling Stolen Goods,1
201407,Sutton,Theft & Handling,Motor Vehicle Interference & Tampering,16
201407,Sutton,Theft & Handling,Other Theft,115
201407,Sutton,Theft & Handling,Other Theft Person,9
201407,Sutton,Theft & Handling,Theft From Motor Vehicle,85
201407,Sutton,Theft & Handling,Theft From Shops,71
201407,Sutton,Theft & Handling,Theft/Taking Of Motor Vehicle,29
201407,Sutton,Theft & Handling,Theft/Taking Of Pedal Cycle,18
201407,Sutton,Violence Against The Person,Assault With Injury,85
201407,Sutton,Violence Against The Person,Common Assault,93
201407,Sutton,Violence Against The Person,Harassment,87
201407,Sutton,Violence Against The Person,Offensive Weapon,1
201407,Sutton,Violence Against The Person,Other Violence,22
201407,Sutton,Violence Against The Person,Wounding/GBH,27
201407,Tower Hamlets,Burglary,Burglary In A Dwelling,103
201407,Tower Hamlets,Burglary,Burglary In Other Buildings,124
201407,Tower Hamlets,Criminal Damage,Criminal Damage To Dwelling,49
201407,Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,82
201407,Tower Hamlets,Criminal Damage,Criminal Damage To Other Building,24
201407,Tower Hamlets,Criminal Damage,Other Criminal Damage,50
201407,Tower Hamlets,Drugs,Drug Trafficking,8
201407,Tower Hamlets,Drugs,Other Drugs,1
201407,Tower Hamlets,Drugs,Possession Of Drugs,155
201407,Tower Hamlets,Fraud & Forgery,Other Fraud & Forgery,4
201407,Tower Hamlets,Other Notifiable Offences,Going Equipped,2
201407,Tower Hamlets,Other Notifiable Offences,Other Notifiable,57
201407,Tower Hamlets,Robbery,Business Property,3
201407,Tower Hamlets,Robbery,Personal Property,96
201407,Tower Hamlets,Sexual Offences,Other Sexual,27
201407,Tower Hamlets,Sexual Offences,Rape,15
201407,Tower Hamlets,Theft & Handling,Handling Stolen Goods,7
201407,Tower Hamlets,Theft & Handling,Motor Vehicle Interference & Tampering,27
201407,Tower Hamlets,Theft & Handling,Other Theft,350
201407,Tower Hamlets,Theft & Handling,Other Theft Person,112
201407,Tower Hamlets,Theft & Handling,Theft From Motor Vehicle,145
201407,Tower Hamlets,Theft & Handling,Theft From Shops,68
201407,Tower Hamlets,Theft & Handling,Theft/Taking Of Motor Vehicle,83
201407,Tower Hamlets,Theft & Handling,Theft/Taking Of Pedal Cycle,143
201407,Tower Hamlets,Violence Against The Person,Assault With Injury,156
201407,Tower Hamlets,Violence Against The Person,Common Assault,210
201407,Tower Hamlets,Violence Against The Person,Harassment,217
201407,Tower Hamlets,Violence Against The Person,Offensive Weapon,10
201407,Tower Hamlets,Violence Against The Person,Other Violence,21
201407,Tower Hamlets,Violence Against The Person,Wounding/GBH,71
201407,Waltham Forest,Burglary,Burglary In A Dwelling,128
201407,Waltham Forest,Burglary,Burglary In Other Buildings,63
201407,Waltham Forest,Criminal Damage,Criminal Damage To Dwelling,51
201407,Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,48
201407,Waltham Forest,Criminal Damage,Criminal Damage To Other Building,8
201407,Waltham Forest,Criminal Damage,Other Criminal Damage,48
201407,Waltham Forest,Drugs,Drug Trafficking,7
201407,Waltham Forest,Drugs,Possession Of Drugs,106
201407,Waltham Forest,Fraud & Forgery,Other Fraud & Forgery,2
201407,Waltham Forest,Other Notifiable Offences,Other Notifiable,41
201407,Waltham Forest,Robbery,Personal Property,48
201407,Waltham Forest,Sexual Offences,Other Sexual,26
201407,Waltham Forest,Sexual Offences,Rape,7
201407,Waltham Forest,Theft & Handling,Handling Stolen Goods,4
201407,Waltham Forest,Theft & Handling,Motor Vehicle Interference & Tampering,9
201407,Waltham Forest,Theft & Handling,Other Theft,252
201407,Waltham Forest,Theft & Handling,Other Theft Person,41
201407,Waltham Forest,Theft & Handling,Theft From Motor Vehicle,106
201407,Waltham Forest,Theft & Handling,Theft From Shops,96
201407,Waltham Forest,Theft & Handling,Theft/Taking Of Motor Vehicle,85
201407,Waltham Forest,Theft & Handling,Theft/Taking Of Pedal Cycle,34
201407,Waltham Forest,Violence Against The Person,Assault With Injury,136
201407,Waltham Forest,Violence Against The Person,Common Assault,168
201407,Waltham Forest,Violence Against The Person,Harassment,196
201407,Waltham Forest,Violence Against The Person,Offensive Weapon,12
201407,Waltham Forest,Violence Against The Person,Other Violence,31
201407,Waltham Forest,Violence Against The Person,Wounding/GBH,65
201407,Wandsworth,Burglary,Burglary In A Dwelling,136
201407,Wandsworth,Burglary,Burglary In Other Buildings,86
201407,Wandsworth,Criminal Damage,Criminal Damage To Dwelling,31
201407,Wandsworth,Criminal Damage,Criminal Damage To Motor Vehicle,75
201407,Wandsworth,Criminal Damage,Criminal Damage To Other Building,10
201407,Wandsworth,Criminal Damage,Other Criminal Damage,33
201407,Wandsworth,Drugs,Drug Trafficking,6
201407,Wandsworth,Drugs,Other Drugs,1
201407,Wandsworth,Drugs,Possession Of Drugs,57
201407,Wandsworth,Fraud & Forgery,Other Fraud & Forgery,3
201407,Wandsworth,Other Notifiable Offences,Going Equipped,2
201407,Wandsworth,Other Notifiable Offences,Other Notifiable,39
201407,Wandsworth,Robbery,Business Property,1
201407,Wandsworth,Robbery,Personal Property,46
201407,Wandsworth,Sexual Offences,Other Sexual,25
201407,Wandsworth,Sexual Offences,Rape,14
201407,Wandsworth,Theft & Handling,Handling Stolen Goods,9
201407,Wandsworth,Theft & Handling,Motor Vehicle Interference & Tampering,26
201407,Wandsworth,Theft & Handling,Other Theft,277
201407,Wandsworth,Theft & Handling,Other Theft Person,54
201407,Wandsworth,Theft & Handling,Theft From Motor Vehicle,189
201407,Wandsworth,Theft & Handling,Theft From Shops,107
201407,Wandsworth,Theft & Handling,Theft/Taking Of Motor Vehicle,112
201407,Wandsworth,Theft & Handling,Theft/Taking Of Pedal Cycle,84
201407,Wandsworth,Violence Against The Person,Assault With Injury,128
201407,Wandsworth,Violence Against The Person,Common Assault,144
201407,Wandsworth,Violence Against The Person,Harassment,163
201407,Wandsworth,Violence Against The Person,Offensive Weapon,5
201407,Wandsworth,Violence Against The Person,Other Violence,18
201407,Wandsworth,Violence Against The Person,Wounding/GBH,51
201407,Westminster,Burglary,Burglary In A Dwelling,111
201407,Westminster,Burglary,Burglary In Other Buildings,140
201407,Westminster,Criminal Damage,Criminal Damage To Dwelling,28
201407,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,42
201407,Westminster,Criminal Damage,Criminal Damage To Other Building,30
201407,Westminster,Criminal Damage,Other Criminal Damage,62
201407,Westminster,Drugs,Drug Trafficking,12
201407,Westminster,Drugs,Other Drugs,1
201407,Westminster,Drugs,Possession Of Drugs,225
201407,Westminster,Fraud & Forgery,Other Fraud & Forgery,7
201407,Westminster,Other Notifiable Offences,Going Equipped,1
201407,Westminster,Other Notifiable Offences,Other Notifiable,73
201407,Westminster,Robbery,Business Property,6
201407,Westminster,Robbery,Personal Property,145
201407,Westminster,Sexual Offences,Other Sexual,38
201407,Westminster,Sexual Offences,Rape,20
201407,Westminster,Theft & Handling,Handling Stolen Goods,4
201407,Westminster,Theft & Handling,Motor Vehicle Interference & Tampering,37
201407,Westminster,Theft & Handling,Other Theft,1132
201407,Westminster,Theft & Handling,Other Theft Person,425
201407,Westminster,Theft & Handling,Theft From Motor Vehicle,140
201407,Westminster,Theft & Handling,Theft From Shops,299
201407,Westminster,Theft & Handling,Theft/Taking Of Motor Vehicle,73
201407,Westminster,Theft & Handling,Theft/Taking Of Pedal Cycle,161
201407,Westminster,Violence Against The Person,Assault With Injury,183
201407,Westminster,Violence Against The Person,Common Assault,231
201407,Westminster,Violence Against The Person,Harassment,202
201407,Westminster,Violence Against The Person,Offensive Weapon,16
201407,Westminster,Violence Against The Person,Other Violence,23
201407,Westminster,Violence Against The Person,Wounding/GBH,91
201406,Barking and Dagenham,Burglary,Burglary In A Dwelling,89
201406,Barking and Dagenham,Burglary,Burglary In Other Buildings,42
201406,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,36
201406,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,57
201406,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,13
201406,Barking and Dagenham,Criminal Damage,Other Criminal Damage,30
201406,Barking and Dagenham,Drugs,Drug Trafficking,6
201406,Barking and Dagenham,Drugs,Possession Of Drugs,107
201406,Barking and Dagenham,Fraud & Forgery,Other Fraud & Forgery,3
201406,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,21
201406,Barking and Dagenham,Robbery,Business Property,1
201406,Barking and Dagenham,Robbery,Personal Property,33
201406,Barking and Dagenham,Sexual Offences,Other Sexual,28
201406,Barking and Dagenham,Sexual Offences,Rape,11
201406,Barking and Dagenham,Theft & Handling,Handling Stolen Goods,13
