Month,Borough,Major Category,Minor Category,Count
201608,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,68
201608,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,16
201608,Barking and Dagenham,Criminal Damage,Other Criminal Damage,43
201608,Barking and Dagenham,Drugs,Drug Trafficking,6
201608,Barking and Dagenham,Drugs,Possession Of Drugs,84
201608,Barking and Dagenham,Fraud & Forgery,Other Fraud & Forgery,2
201608,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,33
201608,Barking and Dagenham,Robbery,Business Property,5
201608,Barking and Dagenham,Robbery,Personal Property,31
201608,Barking and Dagenham,Sexual Offences,Other Sexual,24
201608,Barking and Dagenham,Sexual Offences,Rape,14
201608,Barking and Dagenham,Theft & Handling,Handling Stolen Goods,2
201608,Barking and Dagenham,Theft & Handling,Motor Vehicle Interference & Tampering,19
201608,Barking and Dagenham,Theft & Handling,Other Theft,172
201608,Barking and Dagenham,Theft & Handling,Theft From Motor Vehicle,85
201608,Barking and Dagenham,Theft & Handling,Theft From Shops,84
201608,Barking and Dagenham,Theft & Handling,Theft Person,23
201608,Barking and Dagenham,Theft & Handling,Theft/Taking Of Motor Vehicle,63
201608,Barking and Dagenham,Theft & Handling,Theft/Taking Of Pedal Cycle,17
201608,Barking and Dagenham,Violence Against The Person,Assault With Injury,107
201608,Barking and Dagenham,Violence Against The Person,Common Assault,122
201608,Barking and Dagenham,Violence Against The Person,Harassment,196
201608,Barking and Dagenham,Violence Against The Person,Offensive Weapon,11
201608,Barking and Dagenham,Violence Against The Person,Other Violence,29
201608,Barking and Dagenham,Violence Against The Person,Wounding/GBH,61
201608,Barnet,Burglary,Burglary In A Dwelling,214
201608,Barnet,Burglary,Burglary In Other Buildings,86
201608,Barnet,Criminal Damage,Criminal Damage To Dwelling,38
201608,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,89
201608,Barnet,Criminal Damage,Criminal Damage To Other Building,16
201608,Barnet,Criminal Damage,Other Criminal Damage,44
201608,Barnet,Drugs,Drug Trafficking,10
201608,Barnet,Drugs,Possession Of Drugs,50
201608,Barnet,Fraud & Forgery,Other Fraud & Forgery,2
201608,Barnet,Other Notifiable Offences,Other Notifiable,43
201608,Barnet,Robbery,Business Property,2
201608,Barnet,Robbery,Personal Property,38
201608,Barnet,Sexual Offences,Other Sexual,16
201608,Barnet,Sexual Offences,Rape,16
201608,Barnet,Theft & Handling,Handling Stolen Goods,1
201608,Barnet,Theft & Handling,Motor Vehicle Interference & Tampering,42
201608,Barnet,Theft & Handling,Other Theft,317
201608,Barnet,Theft & Handling,Theft From Motor Vehicle,192
201608,Barnet,Theft & Handling,Theft From Shops,116
201608,Barnet,Theft & Handling,Theft Person,51
201608,Barnet,Theft & Handling,Theft/Taking Of Motor Vehicle,69
201608,Barnet,Theft & Handling,Theft/Taking Of Pedal Cycle,15
201608,Barnet,Violence Against The Person,Assault With Injury,137
201608,Barnet,Violence Against The Person,Common Assault,140
201608,Barnet,Violence Against The Person,Harassment,284
201608,Barnet,Violence Against The Person,Offensive Weapon,8
201608,Barnet,Violence Against The Person,Other Violence,49
201608,Barnet,Violence Against The Person,Wounding/GBH,43
201608,Bexley,Burglary,Burglary In A Dwelling,26
201608,Bexley,Burglary,Burglary In Other Buildings,35
201608,Bexley,Criminal Damage,Criminal Damage To Dwelling,32
201608,Bexley,Criminal Damage,Criminal Damage To Motor Vehicle,60
201608,Bexley,Criminal Damage,Criminal Damage To Other Building,10
201608,Bexley,Criminal Damage,Other Criminal Damage,54
201608,Bexley,Drugs,Drug Trafficking,5
201608,Bexley,Drugs,Possession Of Drugs,40
201608,Bexley,Other Notifiable Offences,Going Equipped,2
201608,Bexley,Other Notifiable Offences,Other Notifiable,27
201608,Bexley,Robbery,Personal Property,16
201608,Bexley,Sexual Offences,Other Sexual,22
201608,Bexley,Sexual Offences,Rape,14
201608,Bexley,Theft & Handling,Handling Stolen Goods,1
201608,Bexley,Theft & Handling,Motor Vehicle Interference & Tampering,13
201608,Bexley,Theft & Handling,Other Theft,147
201608,Bexley,Theft & Handling,Theft From Motor Vehicle,62
201608,Bexley,Theft & Handling,Theft From Shops,56
201608,Bexley,Theft & Handling,Theft Person,9
201608,Bexley,Theft & Handling,Theft/Taking Of Motor Vehicle,59
201608,Bexley,Theft & Handling,Theft/Taking Of Pedal Cycle,12
201608,Bexley,Violence Against The Person,Assault With Injury,90
201608,Bexley,Violence Against The Person,Common Assault,76
201608,Bexley,Violence Against The Person,Harassment,113
201608,Bexley,Violence Against The Person,Offensive Weapon,6
201608,Bexley,Violence Against The Person,Other Violence,17
201608,Bexley,Violence Against The Person,Wounding/GBH,40
201608,Brent,Burglary,Burglary In A Dwelling,149
201608,Brent,Burglary,Burglary In Other Buildings,94
201608,Brent,Criminal Damage,Criminal Damage To Dwelling,61
201608,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,88
201608,Brent,Criminal Damage,Criminal Damage To Other Building,16
201608,Brent,Criminal Damage,Other Criminal Damage,56
201608,Brent,Drugs,Drug Trafficking,11
201608,Brent,Drugs,Other Drugs,1
201608,Brent,Drugs,Possession Of Drugs,160
201608,Brent,Fraud & Forgery,Other Fraud & Forgery,4
201608,Brent,Other Notifiable Offences,Going Equipped,4
201608,Brent,Other Notifiable Offences,Other Notifiable,54
201608,Brent,Robbery,Business Property,3
201608,Brent,Robbery,Personal Property,63
201608,Brent,Sexual Offences,Other Sexual,31
201608,Brent,Sexual Offences,Rape,18
201608,Brent,Theft & Handling,Handling Stolen Goods,5
201608,Brent,Theft & Handling,Motor Vehicle Interference & Tampering,27
201608,Brent,Theft & Handling,Other Theft,264
201608,Brent,Theft & Handling,Theft From Motor Vehicle,173
201608,Brent,Theft & Handling,Theft From Shops,106
201608,Brent,Theft & Handling,Theft Person,56
201608,Brent,Theft & Handling,Theft/Taking Of Motor Vehicle,71
201608,Brent,Theft & Handling,Theft/Taking Of Pedal Cycle,30
201608,Brent,Violence Against The Person,Assault With Injury,167
201608,Brent,Violence Against The Person,Common Assault,236
201608,Brent,Violence Against The Person,Harassment,217
201608,Brent,Violence Against The Person,Murder,1
201608,Brent,Violence Against The Person,Offensive Weapon,17
201608,Brent,Violence Against The Person,Other Violence,47
201608,Brent,Violence Against The Person,Wounding/GBH,95
201608,Bromley,Burglary,Burglary In A Dwelling,83
201608,Bromley,Burglary,Burglary In Other Buildings,54
201608,Bromley,Criminal Damage,Criminal Damage To Dwelling,39
201608,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,75
201608,Bromley,Criminal Damage,Criminal Damage To Other Building,6
201608,Bromley,Criminal Damage,Other Criminal Damage,60
201608,Bromley,Drugs,Possession Of Drugs,47
201608,Bromley,Fraud & Forgery,Other Fraud & Forgery,2
201608,Bromley,Other Notifiable Offences,Going Equipped,1
201608,Bromley,Other Notifiable Offences,Other Notifiable,37
201608,Bromley,Robbery,Business Property,2
201608,Bromley,Robbery,Personal Property,22
201608,Bromley,Sexual Offences,Other Sexual,18
201608,Bromley,Sexual Offences,Rape,14
201608,Bromley,Theft & Handling,Handling Stolen Goods,3
201608,Bromley,Theft & Handling,Motor Vehicle Interference & Tampering,21
201608,Bromley,Theft & Handling,Other Theft,254
201608,Bromley,Theft & Handling,Theft From Motor Vehicle,105
201608,Bromley,Theft & Handling,Theft From Shops,130
201608,Bromley,Theft & Handling,Theft Person,26
201608,Bromley,Theft & Handling,Theft/Taking Of Motor Vehicle,48
201608,Bromley,Theft & Handling,Theft/Taking Of Pedal Cycle,13
201608,Bromley,Violence Against The Person,Assault With Injury,123
201608,Bromley,Violence Against The Person,Common Assault,123
201608,Bromley,Violence Against The Person,Harassment,206
201608,Bromley,Violence Against The Person,Offensive Weapon,5
201608,Bromley,Violence Against The Person,Other Violence,21
201608,Bromley,Violence Against The Person,Wounding/GBH,45
201608,Camden,Burglary,Burglary In A Dwelling,118
201608,Camden,Burglary,Burglary In Other Buildings,97
201608,Camden,Criminal Damage,Criminal Damage To Dwelling,35
201608,Camden,Criminal Damage,Criminal Damage To Motor Vehicle,55
201608,Camden,Criminal Damage,Criminal Damage To Other Building,26
201608,Camden,Criminal Damage,Other Criminal Damage,56
201608,Camden,Drugs,Drug Trafficking,3
201608,Camden,Drugs,Other Drugs,1
201608,Camden,Drugs,Possession Of Drugs,125
201608,Camden,Fraud & Forgery,Other Fraud & Forgery,4
201608,Camden,Other Notifiable Offences,Going Equipped,2
201608,Camden,Other Notifiable Offences,Other Notifiable,52
201608,Camden,Robbery,Business Property,6
201608,Camden,Robbery,Personal Property,70
201608,Camden,Sexual Offences,Other Sexual,29
201608,Camden,Sexual Offences,Rape,20
201608,Camden,Theft & Handling,Handling Stolen Goods,6
201608,Camden,Theft & Handling,Motor Vehicle Interference & Tampering,29
201608,Camden,Theft & Handling,Other Theft,514
201608,Camden,Theft & Handling,Theft From Motor Vehicle,133
201608,Camden,Theft & Handling,Theft From Shops,134
201608,Camden,Theft & Handling,Theft Person,247
201608,Camden,Theft & Handling,Theft/Taking Of Motor Vehicle,80
201608,Camden,Theft & Handling,Theft/Taking Of Pedal Cycle,84
201608,Camden,Violence Against The Person,Assault With Injury,142
201608,Camden,Violence Against The Person,Common Assault,175
201608,Camden,Violence Against The Person,Harassment,226
201608,Camden,Violence Against The Person,Murder,2
201608,Camden,Violence Against The Person,Offensive Weapon,14
201608,Camden,Violence Against The Person,Other Violence,29
201608,Camden,Violence Against The Person,Wounding/GBH,64
201608,Croydon,Burglary,Burglary In A Dwelling,155
201608,Croydon,Burglary,Burglary In Other Buildings,83
201608,Croydon,Criminal Damage,Criminal Damage To Dwelling,53
201608,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,122
201608,Croydon,Criminal Damage,Criminal Damage To Other Building,23
201608,Croydon,Criminal Damage,Other Criminal Damage,100
201608,Croydon,Drugs,Drug Trafficking,7
201608,Croydon,Drugs,Possession Of Drugs,93
201608,Croydon,Fraud & Forgery,Other Fraud & Forgery,5
201608,Croydon,Other Notifiable Offences,Going Equipped,2
201608,Croydon,Other Notifiable Offences,Other Notifiable,68
201608,Croydon,Robbery,Business Property,3
201608,Croydon,Robbery,Personal Property,160
201608,Croydon,Sexual Offences,Other Sexual,38
201608,Croydon,Sexual Offences,Rape,26
201608,Croydon,Theft & Handling,Handling Stolen Goods,1
201608,Croydon,Theft & Handling,Motor Vehicle Interference & Tampering,33
201608,Croydon,Theft & Handling,Other Theft,272
201608,Croydon,Theft & Handling,Theft From Motor Vehicle,146
201608,Croydon,Theft & Handling,Theft From Shops,156
201608,Croydon,Theft & Handling,Theft Person,55
201608,Croydon,Theft & Handling,Theft/Taking Of Motor Vehicle,91
201608,Croydon,Theft & Handling,Theft/Taking Of Pedal Cycle,29
201608,Croydon,Violence Against The Person,Assault With Injury,216
201608,Croydon,Violence Against The Person,Common Assault,244
201608,Croydon,Violence Against The Person,Harassment,307
201608,Croydon,Violence Against The Person,Murder,1
201608,Croydon,Violence Against The Person,Offensive Weapon,19
201608,Croydon,Violence Against The Person,Other Violence,37
201608,Croydon,Violence Against The Person,Wounding/GBH,89
201608,Ealing,Burglary,Burglary In A Dwelling,103
201608,Ealing,Burglary,Burglary In Other Buildings,59
201608,Ealing,Criminal Damage,Criminal Damage To Dwelling,42
201608,Ealing,Criminal Damage,Criminal Damage To Motor Vehicle,107
201608,Ealing,Criminal Damage,Criminal Damage To Other Building,18
201608,Ealing,Criminal Damage,Other Criminal Damage,60
201608,Ealing,Drugs,Drug Trafficking,16
201608,Ealing,Drugs,Other Drugs,2
201608,Ealing,Drugs,Possession Of Drugs,83
201608,Ealing,Fraud & Forgery,Other Fraud & Forgery,5
201608,Ealing,Other Notifiable Offences,Going Equipped,2
201608,Ealing,Other Notifiable Offences,Other Notifiable,65
201608,Ealing,Robbery,Business Property,9
201608,Ealing,Robbery,Personal Property,41
201608,Ealing,Sexual Offences,Other Sexual,27
201608,Ealing,Sexual Offences,Rape,12
201608,Ealing,Theft & Handling,Handling Stolen Goods,10
201608,Ealing,Theft & Handling,Motor Vehicle Interference & Tampering,18
201608,Ealing,Theft & Handling,Other Theft,341
201608,Ealing,Theft & Handling,Theft From Motor Vehicle,175
201608,Ealing,Theft & Handling,Theft From Shops,175
201608,Ealing,Theft & Handling,Theft Person,66
201608,Ealing,Theft & Handling,Theft/Taking Of Motor Vehicle,77
201608,Ealing,Theft & Handling,Theft/Taking Of Pedal Cycle,44
201608,Ealing,Violence Against The Person,Assault With Injury,172
201608,Ealing,Violence Against The Person,Common Assault,269
201608,Ealing,Violence Against The Person,Harassment,270
201608,Ealing,Violence Against The Person,Offensive Weapon,15
201608,Ealing,Violence Against The Person,Other Violence,42
201608,Ealing,Violence Against The Person,Wounding/GBH,74
201608,Enfield,Burglary,Burglary In A Dwelling,145
201608,Enfield,Burglary,Burglary In Other Buildings,51
201608,Enfield,Criminal Damage,Criminal Damage To Dwelling,37
201608,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,62
201608,Enfield,Criminal Damage,Criminal Damage To Other Building,14
201608,Enfield,Criminal Damage,Other Criminal Damage,47
201608,Enfield,Drugs,Drug Trafficking,8
201608,Enfield,Drugs,Possession Of Drugs,59
201608,Enfield,Fraud & Forgery,Other Fraud & Forgery,1
201608,Enfield,Other Notifiable Offences,Going Equipped,1
201608,Enfield,Other Notifiable Offences,Other Notifiable,40
201608,Enfield,Robbery,Business Property,3
201608,Enfield,Robbery,Personal Property,52
201608,Enfield,Sexual Offences,Other Sexual,22
201608,Enfield,Sexual Offences,Rape,21
201608,Enfield,Theft & Handling,Handling Stolen Goods,2
201608,Enfield,Theft & Handling,Motor Vehicle Interference & Tampering,39
201608,Enfield,Theft & Handling,Other Theft,229
201608,Enfield,Theft & Handling,Theft From Motor Vehicle,148
201608,Enfield,Theft & Handling,Theft From Shops,110
201608,Enfield,Theft & Handling,Theft Person,35
201608,Enfield,Theft & Handling,Theft/Taking Of Motor Vehicle,62
201608,Enfield,Theft & Handling,Theft/Taking Of Pedal Cycle,26
201608,Enfield,Violence Against The Person,Assault With Injury,127
201608,Enfield,Violence Against The Person,Common Assault,162
201608,Enfield,Violence Against The Person,Harassment,191
201608,Enfield,Violence Against The Person,Offensive Weapon,22
201608,Enfield,Violence Against The Person,Other Violence,39
201608,Enfield,Violence Against The Person,Wounding/GBH,70
201608,Greenwich,Burglary,Burglary In A Dwelling,86
201608,Greenwich,Burglary,Burglary In Other Buildings,68
201608,Greenwich,Criminal Damage,Criminal Damage To Dwelling,61
201608,Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,82
201608,Greenwich,Criminal Damage,Criminal Damage To Other Building,24
201608,Greenwich,Criminal Damage,Other Criminal Damage,64
201608,Greenwich,Drugs,Drug Trafficking,15
201608,Greenwich,Drugs,Possession Of Drugs,65
201608,Greenwich,Fraud & Forgery,Other Fraud & Forgery,7
201608,Greenwich,Other Notifiable Offences,Other Notifiable,37
201608,Greenwich,Robbery,Business Property,4
201608,Greenwich,Robbery,Personal Property,36
201608,Greenwich,Sexual Offences,Other Sexual,33
201608,Greenwich,Sexual Offences,Rape,12
201608,Greenwich,Theft & Handling,Handling Stolen Goods,5
201608,Greenwich,Theft & Handling,Motor Vehicle Interference & Tampering,30
201608,Greenwich,Theft & Handling,Other Theft,286
201608,Greenwich,Theft & Handling,Theft From Motor Vehicle,135
201608,Greenwich,Theft & Handling,Theft From Shops,114
201608,Greenwich,Theft & Handling,Theft Person,38
201608,Greenwich,Theft & Handling,Theft/Taking Of Motor Vehicle,42
201608,Greenwich,Theft & Handling,Theft/Taking Of Pedal Cycle,33
201608,Greenwich,Violence Against The Person,Assault With Injury,156
201608,Greenwich,Violence Against The Person,Common Assault,197
201608,Greenwich,Violence Against The Person,Harassment,259
201608,Greenwich,Violence Against The Person,Murder,1
201608,Greenwich,Violence Against The Person,Offensive Weapon,5
201608,Greenwich,Violence Against The Person,Other Violence,39
201608,Greenwich,Violence Against The Person,Wounding/GBH,60
201608,Hackney,Burglary,Burglary In A Dwelling,92
201608,Hackney,Burglary,Burglary In Other Buildings,110
201608,Hackney,Criminal Damage,Criminal Damage To Dwelling,49
201608,Hackney,Criminal Damage,Criminal Damage To Motor Vehicle,69
201608,Hackney,Criminal Damage,Criminal Damage To Other Building,22
201608,Hackney,Criminal Damage,Other Criminal Damage,51
201608,Hackney,Drugs,Drug Trafficking,17
201608,Hackney,Drugs,Possession Of Drugs,93
201608,Hackney,Fraud & Forgery,Other Fraud & Forgery,5
201608,Hackney,Other Notifiable Offences,Going Equipped,2
201608,Hackney,Other Notifiable Offences,Other Notifiable,63
201608,Hackney,Robbery,Business Property,15
201608,Hackney,Robbery,Personal Property,91
201608,Hackney,Sexual Offences,Other Sexual,45
201608,Hackney,Sexual Offences,Rape,20
201608,Hackney,Theft & Handling,Handling Stolen Goods,8
201608,Hackney,Theft & Handling,Motor Vehicle Interference & Tampering,27
201608,Hackney,Theft & Handling,Other Theft,364
201608,Hackney,Theft & Handling,Theft From Motor Vehicle,159
201608,Hackney,Theft & Handling,Theft From Shops,119
201608,Hackney,Theft & Handling,Theft Person,246
201608,Hackney,Theft & Handling,Theft/Taking Of Motor Vehicle,49
201608,Hackney,Theft & Handling,Theft/Taking Of Pedal Cycle,163
201608,Hackney,Violence Against The Person,Assault With Injury,149
201608,Hackney,Violence Against The Person,Common Assault,219
201608,Hackney,Violence Against The Person,Harassment,270
201608,Hackney,Violence Against The Person,Offensive Weapon,21
201608,Hackney,Violence Against The Person,Other Violence,43
201608,Hackney,Violence Against The Person,Wounding/GBH,66
201608,Hammersmith and Fulham,Burglary,Burglary In A Dwelling,80
201608,Hammersmith and Fulham,Burglary,Burglary In Other Buildings,59
201608,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Dwelling,52
201608,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Motor Vehicle,58
201608,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Other Building,15
201608,Hammersmith and Fulham,Criminal Damage,Other Criminal Damage,41
201608,Hammersmith and Fulham,Drugs,Drug Trafficking,3
201608,Hammersmith and Fulham,Drugs,Other Drugs,1
201608,Hammersmith and Fulham,Drugs,Possession Of Drugs,90
201608,Hammersmith and Fulham,Fraud & Forgery,Other Fraud & Forgery,3
201608,Hammersmith and Fulham,Other Notifiable Offences,Going Equipped,2
201608,Hammersmith and Fulham,Other Notifiable Offences,Other Notifiable,33
201608,Hammersmith and Fulham,Robbery,Personal Property,35
201608,Hammersmith and Fulham,Sexual Offences,Other Sexual,22
201608,Hammersmith and Fulham,Sexual Offences,Rape,14
201608,Hammersmith and Fulham,Theft & Handling,Handling Stolen Goods,7
201608,Hammersmith and Fulham,Theft & Handling,Motor Vehicle Interference & Tampering,28
201608,Hammersmith and Fulham,Theft & Handling,Other Theft,234
201608,Hammersmith and Fulham,Theft & Handling,Theft From Motor Vehicle,144
201608,Hammersmith and Fulham,Theft & Handling,Theft From Shops,112
201608,Hammersmith and Fulham,Theft & Handling,Theft Person,73
201608,Hammersmith and Fulham,Theft & Handling,Theft/Taking Of Motor Vehicle,68
201608,Hammersmith and Fulham,Theft & Handling,Theft/Taking Of Pedal Cycle,101
201608,Hammersmith and Fulham,Violence Against The Person,Assault With Injury,117
201608,Hammersmith and Fulham,Violence Against The Person,Common Assault,164
201608,Hammersmith and Fulham,Violence Against The Person,Harassment,218
201608,Hammersmith and Fulham,Violence Against The Person,Offensive Weapon,9
201608,Hammersmith and Fulham,Violence Against The Person,Other Violence,11
201608,Hammersmith and Fulham,Violence Against The Person,Wounding/GBH,48
201608,Haringey,Burglary,Burglary In A Dwelling,138
201608,Haringey,Burglary,Burglary In Other Buildings,42
201608,Haringey,Criminal Damage,Criminal Damage To Dwelling,52
201608,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,60
201608,Haringey,Criminal Damage,Criminal Damage To Other Building,14
201608,Haringey,Criminal Damage,Other Criminal Damage,67
201608,Haringey,Drugs,Drug Trafficking,8
201608,Haringey,Drugs,Other Drugs,1
201608,Haringey,Drugs,Possession Of Drugs,94
201608,Haringey,Fraud & Forgery,Other Fraud & Forgery,7
201608,Haringey,Other Notifiable Offences,Going Equipped,1
201608,Haringey,Other Notifiable Offences,Other Notifiable,57
201608,Haringey,Robbery,Business Property,4
201608,Haringey,Robbery,Personal Property,100
201608,Haringey,Sexual Offences,Other Sexual,23
201608,Haringey,Sexual Offences,Rape,16
201608,Haringey,Theft & Handling,Handling Stolen Goods,2
201608,Haringey,Theft & Handling,Motor Vehicle Interference & Tampering,26
201608,Haringey,Theft & Handling,Other Theft,276
201608,Haringey,Theft & Handling,Theft From Motor Vehicle,151
201608,Haringey,Theft & Handling,Theft From Shops,136
201608,Haringey,Theft & Handling,Theft Person,117
201608,Haringey,Theft & Handling,Theft/Taking Of Motor Vehicle,107
201608,Haringey,Theft & Handling,Theft/Taking Of Pedal Cycle,70
201608,Haringey,Violence Against The Person,Assault With Injury,152
201608,Haringey,Violence Against The Person,Common Assault,168
201608,Haringey,Violence Against The Person,Harassment,256
201608,Haringey,Violence Against The Person,Murder,1
201608,Haringey,Violence Against The Person,Offensive Weapon,17
201608,Haringey,Violence Against The Person,Other Violence,47
201608,Haringey,Violence Against The Person,Wounding/GBH,102
201608,Harrow,Burglary,Burglary In A Dwelling,96
201608,Harrow,Burglary,Burglary In Other Buildings,31
201608,Harrow,Criminal Damage,Criminal Damage To Dwelling,16
201608,Harrow,Criminal Damage,Criminal Damage To Motor Vehicle,30
201608,Harrow,Criminal Damage,Criminal Damage To Other Building,10
201608,Harrow,Criminal Damage,Other Criminal Damage,22
201608,Harrow,Drugs,Drug Trafficking,6
201608,Harrow,Drugs,Other Drugs,1
201608,Harrow,Drugs,Possession Of Drugs,31
201608,Harrow,Fraud & Forgery,Other Fraud & Forgery,1
201608,Harrow,Other Notifiable Offences,Other Notifiable,19
201608,Harrow,Robbery,Business Property,2
201608,Harrow,Robbery,Personal Property,25
201608,Harrow,Sexual Offences,Other Sexual,17
201608,Harrow,Sexual Offences,Rape,12
201608,Harrow,Theft & Handling,Handling Stolen Goods,4
201608,Harrow,Theft & Handling,Motor Vehicle Interference & Tampering,14
201608,Harrow,Theft & Handling,Other Theft,135
201608,Harrow,Theft & Handling,Theft From Motor Vehicle,100
201608,Harrow,Theft & Handling,Theft From Shops,76
201608,Harrow,Theft & Handling,Theft Person,16
201608,Harrow,Theft & Handling,Theft/Taking Of Motor Vehicle,26
201608,Harrow,Theft & Handling,Theft/Taking Of Pedal Cycle,20
201608,Harrow,Violence Against The Person,Assault With Injury,70
201608,Harrow,Violence Against The Person,Common Assault,117
201608,Harrow,Violence Against The Person,Harassment,96
201608,Harrow,Violence Against The Person,Offensive Weapon,2
201608,Harrow,Violence Against The Person,Other Violence,27
201608,Harrow,Violence Against The Person,Wounding/GBH,34
201608,Havering,Burglary,Burglary In A Dwelling,79
201608,Havering,Burglary,Burglary In Other Buildings,44
201608,Havering,Criminal Damage,Criminal Damage To Dwelling,31
201608,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,64
201608,Havering,Criminal Damage,Criminal Damage To Other Building,9
201608,Havering,Criminal Damage,Other Criminal Damage,48
201608,Havering,Drugs,Drug Trafficking,7
201608,Havering,Drugs,Possession Of Drugs,44
201608,Havering,Other Notifiable Offences,Going Equipped,2
201608,Havering,Other Notifiable Offences,Other Notifiable,33
201608,Havering,Robbery,Business Property,2
201608,Havering,Robbery,Personal Property,20
201608,Havering,Sexual Offences,Other Sexual,21
201608,Havering,Sexual Offences,Rape,7
201608,Havering,Theft & Handling,Handling Stolen Goods,2
201608,Havering,Theft & Handling,Motor Vehicle Interference & Tampering,16
201608,Havering,Theft & Handling,Other Theft,199
201608,Havering,Theft & Handling,Theft From Motor Vehicle,69
201608,Havering,Theft & Handling,Theft From Shops,90
201608,Havering,Theft & Handling,Theft Person,20
201608,Havering,Theft & Handling,Theft/Taking Of Motor Vehicle,62
201608,Havering,Theft & Handling,Theft/Taking Of Pedal Cycle,19
201608,Havering,Violence Against The Person,Assault With Injury,128
201608,Havering,Violence Against The Person,Common Assault,108
201608,Havering,Violence Against The Person,Harassment,185
201608,Havering,Violence Against The Person,Offensive Weapon,1
201608,Havering,Violence Against The Person,Other Violence,16
201608,Havering,Violence Against The Person,Wounding/GBH,44
201608,Hillingdon,Burglary,Burglary In A Dwelling,115
201608,Hillingdon,Burglary,Burglary In Other Buildings,46
201608,Hillingdon,Criminal Damage,Criminal Damage To Dwelling,31
201608,Hillingdon,Criminal Damage,Criminal Damage To Motor Vehicle,79
201608,Hillingdon,Criminal Damage,Criminal Damage To Other Building,15
201608,Hillingdon,Criminal Damage,Other Criminal Damage,57
201608,Hillingdon,Drugs,Drug Trafficking,3
201608,Hillingdon,Drugs,Other Drugs,1
201608,Hillingdon,Drugs,Possession Of Drugs,57
201608,Hillingdon,Fraud & Forgery,Other Fraud & Forgery,3
201608,Hillingdon,Other Notifiable Offences,Other Notifiable,39
201608,Hillingdon,Robbery,Business Property,5
201608,Hillingdon,Robbery,Personal Property,22
201608,Hillingdon,Sexual Offences,Other Sexual,31
201608,Hillingdon,Sexual Offences,Rape,10
201608,Hillingdon,Theft & Handling,Handling Stolen Goods,5
201608,Hillingdon,Theft & Handling,Motor Vehicle Interference & Tampering,36
201608,Hillingdon,Theft & Handling,Other Theft,202
201608,Hillingdon,Theft & Handling,Theft From Motor Vehicle,166
201608,Hillingdon,Theft & Handling,Theft From Shops,130
201608,Hillingdon,Theft & Handling,Theft Person,36
201608,Hillingdon,Theft & Handling,Theft/Taking Of Motor Vehicle,68
201608,Hillingdon,Theft & Handling,Theft/Taking Of Pedal Cycle,26
201608,Hillingdon,Violence Against The Person,Assault With Injury,150
201608,Hillingdon,Violence Against The Person,Common Assault,169
201608,Hillingdon,Violence Against The Person,Harassment,257
201608,Hillingdon,Violence Against The Person,Murder,1
201608,Hillingdon,Violence Against The Person,Offensive Weapon,6
201608,Hillingdon,Violence Against The Person,Other Violence,40
201608,Hillingdon,Violence Against The Person,Wounding/GBH,51
201608,Hounslow,Burglary,Burglary In A Dwelling,87
201608,Hounslow,Burglary,Burglary In Other Buildings,57
201608,Hounslow,Criminal Damage,Criminal Damage To Dwelling,40
201608,Hounslow,Criminal Damage,Criminal Damage To Motor Vehicle,90
201608,Hounslow,Criminal Damage,Criminal Damage To Other Building,15
201608,Hounslow,Criminal Damage,Other Criminal Damage,50
201608,Hounslow,Drugs,Drug Trafficking,10
201608,Hounslow,Drugs,Other Drugs,2
201608,Hounslow,Drugs,Possession Of Drugs,77
201608,Hounslow,Fraud & Forgery,Other Fraud & Forgery,4
201608,Hounslow,Other Notifiable Offences,Going Equipped,3
201608,Hounslow,Other Notifiable Offences,Other Notifiable,35
201608,Hounslow,Robbery,Business Property,1
201608,Hounslow,Robbery,Personal Property,36
201608,Hounslow,Sexual Offences,Other Sexual,16
201608,Hounslow,Sexual Offences,Rape,13
201608,Hounslow,Theft & Handling,Handling Stolen Goods,2
201608,Hounslow,Theft & Handling,Motor Vehicle Interference & Tampering,32
201608,Hounslow,Theft & Handling,Other Theft,218
201608,Hounslow,Theft & Handling,Theft From Motor Vehicle,188
201608,Hounslow,Theft & Handling,Theft From Shops,143
201608,Hounslow,Theft & Handling,Theft Person,43
201608,Hounslow,Theft & Handling,Theft/Taking Of Motor Vehicle,66
201608,Hounslow,Theft & Handling,Theft/Taking Of Pedal Cycle,75
201608,Hounslow,Violence Against The Person,Assault With Injury,155
201608,Hounslow,Violence Against The Person,Common Assault,170
201608,Hounslow,Violence Against The Person,Harassment,212
201608,Hounslow,Violence Against The Person,Offensive Weapon,5
201608,Hounslow,Violence Against The Person,Other Violence,24
